sex,age,citizen,educd,region,n
male,70,born abroad of american parents,"some college, but less than 1 year",pacific division,1
male,70,born abroad of american parents,"1 or more years of college credit, no degree",middle atlantic division,1
male,70,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,5
male,70,born abroad of american parents,"1 or more years of college credit, no degree",west south central div,2
male,70,born abroad of american parents,"1 or more years of college credit, no degree",mountain division,2
male,70,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,6
male,70,born abroad of american parents,"associate's degree, type not specified",east north central div,1
male,70,born abroad of american parents,"associate's degree, type not specified",south atlantic division,2
male,70,born abroad of american parents,"associate's degree, type not specified",east south central div,1
male,70,born abroad of american parents,"associate's degree, type not specified",west south central div,1
male,70,born abroad of american parents,"associate's degree, type not specified",mountain division,1
male,70,born abroad of american parents,"associate's degree, type not specified",pacific division,2
male,70,born abroad of american parents,bachelor's degree,middle atlantic division,8
male,70,born abroad of american parents,bachelor's degree,east north central div,4
male,70,born abroad of american parents,bachelor's degree,west north central div,1
male,70,born abroad of american parents,bachelor's degree,south atlantic division,7
male,70,born abroad of american parents,bachelor's degree,east south central div,2
male,70,born abroad of american parents,bachelor's degree,west south central div,3
male,70,born abroad of american parents,bachelor's degree,mountain division,4
male,70,born abroad of american parents,bachelor's degree,pacific division,8
male,70,born abroad of american parents,master's degree,middle atlantic division,1
male,70,born abroad of american parents,master's degree,south atlantic division,3
male,70,born abroad of american parents,master's degree,east south central div,2
male,70,born abroad of american parents,master's degree,west south central div,2
male,70,born abroad of american parents,master's degree,pacific division,4
male,70,born abroad of american parents,professional degree beyond a bachelor's degree,new england division,1
male,70,born abroad of american parents,professional degree beyond a bachelor's degree,east north central div,1
male,70,born abroad of american parents,professional degree beyond a bachelor's degree,south atlantic division,1
male,70,born abroad of american parents,professional degree beyond a bachelor's degree,east south central div,1
male,70,born abroad of american parents,professional degree beyond a bachelor's degree,pacific division,3
male,70,born abroad of american parents,doctoral degree,south atlantic division,1
male,70,born abroad of american parents,doctoral degree,pacific division,1
male,70,naturalized citizen,no schooling completed,new england division,4
male,70,naturalized citizen,no schooling completed,middle atlantic division,12
male,70,naturalized citizen,no schooling completed,east north central div,7
male,70,naturalized citizen,no schooling completed,south atlantic division,9
male,70,naturalized citizen,no schooling completed,west south central div,6
male,70,naturalized citizen,no schooling completed,mountain division,7
male,70,naturalized citizen,no schooling completed,pacific division,37
male,70,naturalized citizen,"nursery school, preschool",middle atlantic division,1
male,70,naturalized citizen,grade 1,middle atlantic division,1
male,70,naturalized citizen,grade 1,pacific division,1
male,70,naturalized citizen,grade 2,west north central div,1
male,70,naturalized citizen,grade 2,south atlantic division,1
male,70,naturalized citizen,grade 2,west south central div,2
male,70,naturalized citizen,grade 2,pacific division,4
male,70,naturalized citizen,grade 3,middle atlantic division,2
male,70,naturalized citizen,grade 3,south atlantic division,2
male,70,naturalized citizen,grade 3,west south central div,1
male,70,naturalized citizen,grade 3,pacific division,4
male,70,naturalized citizen,grade 4,middle atlantic division,2
male,70,naturalized citizen,grade 4,south atlantic division,1
male,70,naturalized citizen,grade 4,pacific division,2
male,70,naturalized citizen,grade 5,new england division,1
male,70,naturalized citizen,grade 5,middle atlantic division,6
male,70,naturalized citizen,grade 5,south atlantic division,1
male,70,naturalized citizen,grade 5,west south central div,1
male,70,naturalized citizen,grade 5,mountain division,1
male,70,naturalized citizen,grade 5,pacific division,4
male,70,naturalized citizen,grade 6,new england division,3
male,70,naturalized citizen,grade 6,middle atlantic division,2
male,70,naturalized citizen,grade 6,south atlantic division,4
male,70,naturalized citizen,grade 6,west south central div,8
male,70,naturalized citizen,grade 6,mountain division,2
male,70,naturalized citizen,grade 6,pacific division,21
male,70,naturalized citizen,grade 7,middle atlantic division,1
male,70,naturalized citizen,grade 7,east north central div,2
male,70,naturalized citizen,grade 7,south atlantic division,1
male,70,naturalized citizen,grade 7,west south central div,1
male,70,naturalized citizen,grade 8,new england division,2
male,70,naturalized citizen,grade 8,middle atlantic division,3
male,70,naturalized citizen,grade 8,south atlantic division,3
male,70,naturalized citizen,grade 8,west south central div,2
male,70,naturalized citizen,grade 8,pacific division,9
male,70,naturalized citizen,grade 9,middle atlantic division,1
male,70,naturalized citizen,grade 9,south atlantic division,3
male,70,naturalized citizen,grade 9,west south central div,2
male,70,naturalized citizen,grade 9,mountain division,1
male,70,naturalized citizen,grade 9,pacific division,6
male,70,naturalized citizen,grade 10,middle atlantic division,1
male,70,naturalized citizen,grade 10,south atlantic division,1
male,70,naturalized citizen,grade 10,west south central div,1
